county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Merced,2020-09-16T00:00:00,14.0,1.0,15.0,253.0,5.0,0.0,5.0
Glenn,2020-09-16T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Napa,2020-09-16T00:00:00,4.0,2.0,6.0,351.0,2.0,0.0,24.0
Orange,2020-09-16T00:00:00,198.0,53.0,251.0,5632.0,64.0,13.0,250.0
Los Angeles,2020-09-16T00:00:00,739.0,379.0,1118.0,20004.0,232.0,40.0,958.0
Contra Costa,2020-09-16T00:00:00,53.0,28.0,81.0,1502.0,22.0,4.0,45.0
Colusa,2020-09-16T00:00:00,2.0,1.0,3.0,48.0,0.0,0.0,0.0
Lassen,2020-09-16T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Alameda,2020-09-16T00:00:00,101.0,46.0,147.0,2401.0,33.0,4.0,121.0
Modoc,2020-09-16T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Inyo,2020-09-16T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Yolo,2020-09-16T00:00:00,3.0,0.0,3.0,96.0,2.0,0.0,3.0
Siskiyou,2020-09-16T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,9.0
Mendocino,2020-09-16T00:00:00,6.0,1.0,7.0,150.0,1.0,0.0,4.0
Tehama,2020-09-16T00:00:00,1.0,0.0,1.0,59.0,1.0,0.0,4.0
Mono,2020-09-16T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Mateo,2020-09-16T00:00:00,39.0,14.0,53.0,702.0,14.0,7.0,16.0
Kings,2020-09-16T00:00:00,20.0,0.0,20.0,193.0,3.0,0.0,8.0
Butte,2020-09-16T00:00:00,10.0,1.0,11.0,451.0,3.0,0.0,8.0
Plumas,2020-09-16T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Santa Cruz,2020-09-16T00:00:00,18.0,0.0,18.0,276.0,2.0,0.0,9.0
Tuolumne,2020-09-16T00:00:00,1.0,0.0,1.0,84.0,0.0,0.0,2.0
Ventura,2020-09-16T00:00:00,48.0,13.0,61.0,1234.0,16.0,4.0,49.0
Santa Clara,2020-09-16T00:00:00,103.0,15.0,118.0,3086.0,42.0,1.0,85.0
Humboldt,2020-09-16T00:00:00,1.0,2.0,3.0,267.0,0.0,1.0,5.0
Solano,2020-09-16T00:00:00,32.0,6.0,38.0,580.0,8.0,0.0,11.0
San Bernardino,2020-09-16T00:00:00,186.0,59.0,245.0,3844.0,58.0,9.0,145.0
Santa Barbara,2020-09-16T00:00:00,23.0,2.0,25.0,666.0,4.0,1.0,55.0
Trinity,2020-09-16T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Francisco,2020-09-16T00:00:00,64.0,14.0,78.0,1881.0,20.0,8.0,68.0
San Benito,2020-09-16T00:00:00,1.0,0.0,1.0,25.0,0.0,0.0,3.0
San Luis Obispo,2020-09-16T00:00:00,11.0,1.0,12.0,451.0,5.0,0.0,21.0
Amador,2020-09-16T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Imperial,2020-09-16T00:00:00,22.0,1.0,23.0,259.0,7.0,0.0,6.0
Yuba,2020-09-16T00:00:00,20.0,1.0,21.0,265.0,6.0,1.0,10.0
Inyo,2020-09-17T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
San Diego,2020-09-17T00:00:00,217.0,59.0,276.0,6630.0,77.0,14.0,286.0
Sacramento,2020-09-17T00:00:00,109.0,32.0,141.0,2485.0,34.0,10.0,101.0
Tuolumne,2020-09-17T00:00:00,1.0,0.0,1.0,84.0,0.0,0.0,2.0
Placer,2020-09-17T00:00:00,26.0,28.0,54.0,746.0,9.0,0.0,32.0
Tehama,2020-09-17T00:00:00,1.0,0.0,1.0,59.0,0.0,0.0,5.0
Kings,2020-09-17T00:00:00,23.0,0.0,23.0,193.0,4.0,0.0,8.0
Calaveras,2020-09-17T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,6.0
Contra Costa,2020-09-17T00:00:00,55.0,25.0,80.0,1510.0,21.0,5.0,57.0
El Dorado,2020-09-17T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,10.0
Santa Cruz,2020-09-17T00:00:00,18.0,0.0,18.0,276.0,2.0,0.0,10.0
San Luis Obispo,2020-09-17T00:00:00,13.0,1.0,14.0,451.0,6.0,0.0,25.0
Los Angeles,2020-09-17T00:00:00,732.0,340.0,1072.0,20066.0,228.0,36.0,941.0
Tulare,2020-09-17T00:00:00,38.0,9.0,47.0,678.0,6.0,0.0,21.0
Mono,2020-09-17T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Humboldt,2020-09-17T00:00:00,1.0,3.0,4.0,267.0,0.0,1.0,4.0
Lassen,2020-09-17T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sutter,2020-09-17T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,2020-09-17T00:00:00,2.0,0.0,2.0,119.0,0.0,0.0,5.0
Fresno,2020-09-17T00:00:00,98.0,33.0,131.0,1548.0,30.0,1.0,23.0
Orange,2020-09-17T00:00:00,201.0,59.0,260.0,5596.0,64.0,11.0,237.0
Yolo,2020-09-17T00:00:00,5.0,0.0,5.0,96.0,2.0,0.0,2.0
Marin,2020-09-17T00:00:00,10.0,9.0,19.0,320.0,2.0,1.0,9.0
Butte,2020-09-17T00:00:00,9.0,0.0,9.0,451.0,3.0,0.0,13.0
Yuba,2020-09-17T00:00:00,23.0,1.0,24.0,265.0,6.0,1.0,10.0
Sonoma,2020-09-17T00:00:00,30.0,1.0,31.0,577.0,8.0,0.0,10.0
Madera,2020-09-17T00:00:00,19.0,10.0,29.0,274.0,2.0,1.0,12.0
Amador,2020-09-17T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Siskiyou,2020-09-17T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,9.0
Mendocino,2020-09-17T00:00:00,6.0,1.0,7.0,150.0,1.0,0.0,4.0
Ventura,2020-09-17T00:00:00,46.0,20.0,66.0,1243.0,18.0,6.0,47.0
San Joaquin,2020-09-17T00:00:00,60.0,13.0,73.0,1003.0,25.0,2.0,35.0
Shasta,2020-09-17T00:00:00,2.0,0.0,2.0,561.0,0.0,0.0,7.0
Imperial,2020-09-17T00:00:00,20.0,0.0,20.0,259.0,8.0,0.0,5.0
Colusa,2020-09-17T00:00:00,2.0,2.0,4.0,48.0,0.0,0.0,0.0
Glenn,2020-09-17T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Riverside,2020-09-17T00:00:00,143.0,67.0,210.0,3379.0,44.0,12.0,82.0
Mariposa,2020-09-17T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
San Benito,2020-09-17T00:00:00,2.0,0.0,2.0,25.0,0.0,0.0,2.0
San Mateo,2020-09-17T00:00:00,39.0,10.0,49.0,704.0,13.0,1.0,31.0
Alameda,2020-09-17T00:00:00,98.0,37.0,135.0,2411.0,31.0,5.0,117.0
Lake,2020-09-17T00:00:00,0.0,2.0,2.0,65.0,0.0,0.0,2.0
Merced,2020-09-17T00:00:00,11.0,0.0,11.0,253.0,5.0,0.0,9.0
San Francisco,2020-09-17T00:00:00,67.0,19.0,86.0,1806.0,23.0,7.0,61.0
Stanislaus,2020-09-17T00:00:00,98.0,21.0,119.0,1313.0,30.0,3.0,19.0
San Bernardino,2020-09-17T00:00:00,172.0,51.0,223.0,3832.0,55.0,8.0,146.0
Santa Barbara,2020-09-17T00:00:00,27.0,3.0,30.0,666.0,5.0,0.0,56.0
Solano,2020-09-17T00:00:00,29.0,17.0,46.0,586.0,6.0,3.0,9.0
Kern,2020-09-17T00:00:00,74.0,2.0,76.0,1304.0,21.0,0.0,57.0
Napa,2020-09-17T00:00:00,4.0,3.0,7.0,351.0,2.0,0.0,24.0
Plumas,2020-09-17T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Del Norte,2020-09-17T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Monterey,2020-09-17T00:00:00,30.0,0.0,30.0,702.0,8.0,0.0,33.0
Modoc,2020-09-17T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Santa Clara,2020-09-17T00:00:00,114.0,16.0,130.0,3087.0,37.0,1.0,89.0
Trinity,2020-09-17T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mono,2020-09-18T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Fresno,2020-09-18T00:00:00,96.0,18.0,114.0,1538.0,31.0,1.0,21.0
Riverside,2020-09-18T00:00:00,148.0,51.0,199.0,3404.0,46.0,8.0,102.0
Sacramento,2020-09-18T00:00:00,110.0,41.0,151.0,2465.0,41.0,9.0,92.0
Santa Clara,2020-09-18T00:00:00,114.0,19.0,133.0,3097.0,39.0,2.0,97.0
Contra Costa,2020-09-18T00:00:00,45.0,29.0,74.0,1499.0,20.0,8.0,56.0
Colusa,2020-09-18T00:00:00,2.0,1.0,3.0,48.0,0.0,0.0,0.0
Amador,2020-09-18T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,4.0
Ventura,2020-09-18T00:00:00,48.0,13.0,61.0,1256.0,21.0,3.0,51.0
Siskiyou,2020-09-18T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,9.0
Inyo,2020-09-18T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Trinity,2020-09-18T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Shasta,2020-09-18T00:00:00,4.0,0.0,4.0,561.0,0.0,0.0,8.0
Sonoma,2020-09-18T00:00:00,23.0,4.0,27.0,513.0,6.0,0.0,10.0
Alameda,2020-09-18T00:00:00,99.0,39.0,138.0,2415.0,36.0,5.0,113.0
Napa,2020-09-18T00:00:00,5.0,0.0,5.0,359.0,3.0,0.0,22.0
Mendocino,2020-09-18T00:00:00,5.0,0.0,5.0,150.0,2.0,0.0,5.0
Nevada,2020-09-18T00:00:00,3.0,0.0,3.0,132.0,0.0,0.0,3.0
Del Norte,2020-09-18T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Los Angeles,2020-09-18T00:00:00,765.0,363.0,1128.0,20006.0,227.0,46.0,941.0
Sutter,2020-09-18T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solano,2020-09-18T00:00:00,27.0,10.0,37.0,593.0,7.0,0.0,7.0
El Dorado,2020-09-18T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,8.0
Butte,2020-09-18T00:00:00,14.0,1.0,15.0,451.0,5.0,1.0,10.0
Calaveras,2020-09-18T00:00:00,0.0,1.0,1.0,33.0,0.0,0.0,7.0
San Diego,2020-09-18T00:00:00,208.0,41.0,249.0,6631.0,71.0,11.0,284.0
San Luis Obispo,2020-09-18T00:00:00,11.0,1.0,12.0,451.0,4.0,0.0,24.0
Tuolumne,2020-09-18T00:00:00,1.0,0.0,1.0,84.0,0.0,0.0,2.0
Monterey,2020-09-18T00:00:00,34.0,1.0,35.0,702.0,8.0,1.0,38.0
Santa Barbara,2020-09-18T00:00:00,26.0,2.0,28.0,666.0,3.0,1.0,60.0
Lassen,2020-09-18T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tulare,2020-09-18T00:00:00,38.0,6.0,44.0,678.0,6.0,0.0,24.0
Plumas,2020-09-18T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Stanislaus,2020-09-18T00:00:00,95.0,25.0,120.0,1316.0,30.0,1.0,29.0
Kings,2020-09-18T00:00:00,24.0,0.0,24.0,193.0,5.0,0.0,9.0
Kern,2020-09-18T00:00:00,66.0,4.0,70.0,1320.0,18.0,0.0,57.0
Glenn,2020-09-18T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Modoc,2020-09-18T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Placer,2020-09-18T00:00:00,26.0,28.0,54.0,747.0,8.0,4.0,30.0
San Joaquin,2020-09-18T00:00:00,55.0,9.0,64.0,1002.0,24.0,1.0,37.0
Humboldt,2020-09-18T00:00:00,2.0,2.0,4.0,272.0,0.0,1.0,1.0
Madera,2020-09-18T00:00:00,13.0,12.0,25.0,274.0,3.0,2.0,5.0
Merced,2020-09-18T00:00:00,9.0,2.0,11.0,254.0,5.0,1.0,9.0
Mariposa,2020-09-18T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
San Mateo,2020-09-18T00:00:00,39.0,9.0,48.0,715.0,15.0,1.0,29.0
Imperial,2020-09-18T00:00:00,19.0,0.0,19.0,259.0,8.0,0.0,7.0
Tehama,2020-09-18T00:00:00,1.0,0.0,1.0,59.0,0.0,0.0,4.0
Lake,2020-09-18T00:00:00,0.0,1.0,1.0,66.0,0.0,1.0,3.0
San Benito,2020-09-18T00:00:00,3.0,0.0,3.0,25.0,0.0,0.0,1.0
Santa Cruz,2020-09-18T00:00:00,17.0,0.0,17.0,276.0,2.0,0.0,10.0
Yolo,2020-09-18T00:00:00,4.0,0.0,4.0,96.0,2.0,0.0,4.0
San Francisco,2020-09-18T00:00:00,64.0,12.0,76.0,1872.0,20.0,4.0,62.0
Yuba,2020-09-18T00:00:00,21.0,1.0,22.0,265.0,6.0,0.0,8.0
San Bernardino,2020-09-18T00:00:00,169.0,47.0,216.0,3832.0,50.0,10.0,156.0
Orange,2020-09-18T00:00:00,202.0,50.0,252.0,5704.0,65.0,9.0,239.0
Marin,2020-09-18T00:00:00,7.0,4.0,11.0,317.0,2.0,0.0,9.0
San Bernardino,2020-09-19T00:00:00,167.0,54.0,221.0,3800.0,45.0,11.0,169.0
Mariposa,2020-09-19T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Riverside,2020-09-19T00:00:00,138.0,54.0,192.0,3359.0,47.0,7.0,105.0
Los Angeles,2020-09-19T00:00:00,749.0,328.0,1077.0,19792.0,207.0,48.0,967.0
Colusa,2020-09-19T00:00:00,2.0,3.0,5.0,48.0,0.0,0.0,0.0
Stanislaus,2020-09-19T00:00:00,94.0,18.0,112.0,1316.0,33.0,1.0,29.0
Modoc,2020-09-19T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Mono,2020-09-19T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Yuba,2020-09-19T00:00:00,21.0,1.0,22.0,265.0,6.0,0.0,6.0
Lassen,2020-09-19T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Lake,2020-09-19T00:00:00,0.0,2.0,2.0,65.0,0.0,0.0,4.0
Santa Barbara,2020-09-19T00:00:00,23.0,3.0,26.0,666.0,4.0,0.0,64.0
Monterey,2020-09-19T00:00:00,32.0,2.0,34.0,702.0,7.0,2.0,30.0
Shasta,2020-09-19T00:00:00,3.0,0.0,3.0,561.0,0.0,0.0,11.0
Tulare,2020-09-19T00:00:00,36.0,8.0,44.0,664.0,4.0,0.0,26.0
Imperial,2020-09-19T00:00:00,18.0,0.0,18.0,259.0,8.0,0.0,7.0
Merced,2020-09-19T00:00:00,9.0,0.0,9.0,253.0,6.0,0.0,9.0
Tehama,2020-09-19T00:00:00,2.0,0.0,2.0,59.0,0.0,0.0,4.0
Mendocino,2020-09-19T00:00:00,5.0,0.0,5.0,150.0,1.0,0.0,8.0
Orange,2020-09-19T00:00:00,185.0,52.0,237.0,5674.0,65.0,7.0,246.0
San Mateo,2020-09-19T00:00:00,39.0,6.0,45.0,707.0,13.0,0.0,32.0
San Diego,2020-09-19T00:00:00,203.0,50.0,253.0,6634.0,72.0,10.0,314.0
Kings,2020-09-19T00:00:00,20.0,0.0,20.0,193.0,4.0,0.0,11.0
Fresno,2020-09-19T00:00:00,92.0,23.0,115.0,1541.0,28.0,4.0,30.0
Placer,2020-09-19T00:00:00,24.0,30.0,54.0,747.0,8.0,4.0,31.0
Tuolumne,2020-09-19T00:00:00,1.0,0.0,1.0,84.0,0.0,0.0,2.0
Alameda,2020-09-19T00:00:00,95.0,48.0,143.0,2416.0,37.0,5.0,112.0
El Dorado,2020-09-19T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,6.0
Contra Costa,2020-09-19T00:00:00,51.0,25.0,76.0,1499.0,18.0,5.0,49.0
Madera,2020-09-19T00:00:00,14.0,11.0,25.0,274.0,3.0,0.0,8.0
Trinity,2020-09-19T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Inyo,2020-09-19T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Kern,2020-09-19T00:00:00,72.0,4.0,76.0,1308.0,21.0,0.0,69.0
Yolo,2020-09-19T00:00:00,5.0,0.0,5.0,96.0,2.0,0.0,4.0
San Benito,2020-09-19T00:00:00,3.0,0.0,3.0,25.0,1.0,0.0,1.0
Siskiyou,2020-09-19T00:00:00,0.0,1.0,1.0,56.0,0.0,0.0,9.0
Humboldt,2020-09-19T00:00:00,2.0,2.0,4.0,272.0,0.0,1.0,1.0
Sonoma,2020-09-19T00:00:00,22.0,6.0,28.0,526.0,6.0,0.0,6.0
Glenn,2020-09-19T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Ventura,2020-09-19T00:00:00,48.0,11.0,59.0,1251.0,18.0,4.0,54.0
Butte,2020-09-19T00:00:00,16.0,1.0,17.0,451.0,4.0,0.0,17.0
San Francisco,2020-09-19T00:00:00,58.0,9.0,67.0,1874.0,18.0,2.0,61.0
Plumas,2020-09-19T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Santa Clara,2020-09-19T00:00:00,111.0,20.0,131.0,3097.0,38.0,1.0,102.0
Del Norte,2020-09-19T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
San Luis Obispo,2020-09-19T00:00:00,10.0,2.0,12.0,451.0,4.0,0.0,19.0
Amador,2020-09-19T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,4.0
San Joaquin,2020-09-19T00:00:00,57.0,10.0,67.0,1002.0,24.0,0.0,39.0
Sacramento,2020-09-19T00:00:00,114.0,34.0,148.0,2471.0,43.0,6.0,95.0
Nevada,2020-09-19T00:00:00,3.0,0.0,3.0,82.0,0.0,0.0,2.0
Solano,2020-09-19T00:00:00,26.0,11.0,37.0,593.0,6.0,0.0,7.0
Calaveras,2020-09-19T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,7.0
Napa,2020-09-19T00:00:00,4.0,0.0,4.0,359.0,2.0,0.0,26.0
Sutter,2020-09-19T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin,2020-09-19T00:00:00,7.0,5.0,12.0,317.0,2.0,0.0,9.0
Santa Cruz,2020-09-19T00:00:00,17.0,0.0,17.0,276.0,2.0,0.0,9.0
El Dorado,2020-09-20T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,6.0
Siskiyou,2020-09-20T00:00:00,0.0,1.0,1.0,56.0,0.0,0.0,9.0
Riverside,2020-09-20T00:00:00,131.0,55.0,186.0,3315.0,47.0,6.0,112.0
Trinity,2020-09-20T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Kern,2020-09-20T00:00:00,67.0,4.0,71.0,1281.0,19.0,0.0,64.0
Modoc,2020-09-20T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Glenn,2020-09-20T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
San Francisco,2020-09-20T00:00:00,65.0,8.0,73.0,1859.0,21.0,2.0,62.0
Fresno,2020-09-20T00:00:00,92.0,13.0,105.0,1528.0,30.0,2.0,29.0
Shasta,2020-09-20T00:00:00,3.0,0.0,3.0,561.0,0.0,0.0,16.0
Alameda,2020-09-20T00:00:00,98.0,46.0,144.0,2415.0,38.0,8.0,108.0
Inyo,2020-09-20T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Humboldt,2020-09-20T00:00:00,2.0,2.0,4.0,272.0,0.0,1.0,1.0
Sutter,2020-09-20T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassen,2020-09-20T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Del Norte,2020-09-20T00:00:00,0.0,1.0,1.0,51.0,0.0,1.0,3.0
Tulare,2020-09-20T00:00:00,37.0,10.0,47.0,664.0,8.0,0.0,21.0
Colusa,2020-09-20T00:00:00,3.0,3.0,6.0,48.0,0.0,0.0,0.0
San Mateo,2020-09-20T00:00:00,34.0,8.0,42.0,707.0,12.0,0.0,33.0
Lake,2020-09-20T00:00:00,0.0,2.0,2.0,65.0,0.0,1.0,3.0
Santa Barbara,2020-09-20T00:00:00,23.0,3.0,26.0,666.0,5.0,1.0,64.0
Plumas,2020-09-20T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Butte,2020-09-20T00:00:00,13.0,0.0,13.0,451.0,4.0,0.0,20.0
Monterey,2020-09-20T00:00:00,33.0,2.0,35.0,702.0,7.0,2.0,31.0
Calaveras,2020-09-20T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,6.0
Santa Clara,2020-09-20T00:00:00,113.0,22.0,135.0,3096.0,36.0,4.0,120.0
Tehama,2020-09-20T00:00:00,3.0,0.0,3.0,59.0,0.0,0.0,2.0
San Luis Obispo,2020-09-20T00:00:00,7.0,0.0,7.0,451.0,3.0,0.0,21.0
Sonoma,2020-09-20T00:00:00,21.0,6.0,27.0,531.0,5.0,0.0,8.0
Imperial,2020-09-20T00:00:00,20.0,0.0,20.0,259.0,8.0,0.0,7.0
Mono,2020-09-20T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Placer,2020-09-20T00:00:00,22.0,28.0,50.0,747.0,8.0,3.0,34.0
Napa,2020-09-20T00:00:00,1.0,3.0,4.0,359.0,0.0,0.0,26.0
Mariposa,2020-09-20T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Santa Cruz,2020-09-20T00:00:00,17.0,0.0,17.0,276.0,2.0,0.0,9.0
Kings,2020-09-20T00:00:00,19.0,0.0,19.0,193.0,3.0,0.0,14.0
Contra Costa,2020-09-20T00:00:00,50.0,26.0,76.0,1498.0,17.0,5.0,55.0
Marin,2020-09-20T00:00:00,8.0,4.0,12.0,317.0,2.0,0.0,10.0
San Diego,2020-09-20T00:00:00,211.0,56.0,267.0,6626.0,73.0,12.0,300.0
San Bernardino,2020-09-20T00:00:00,156.0,62.0,218.0,3803.0,49.0,13.0,175.0
Sacramento,2020-09-20T00:00:00,120.0,30.0,150.0,2427.0,42.0,8.0,123.0
San Benito,2020-09-20T00:00:00,4.0,0.0,4.0,25.0,1.0,0.0,1.0
Madera,2020-09-20T00:00:00,15.0,12.0,27.0,274.0,4.0,0.0,6.0
Tuolumne,2020-09-20T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,4.0
San Joaquin,2020-09-20T00:00:00,58.0,6.0,64.0,1002.0,24.0,0.0,37.0
Yolo,2020-09-20T00:00:00,6.0,0.0,6.0,96.0,3.0,0.0,5.0
Amador,2020-09-20T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Merced,2020-09-20T00:00:00,9.0,0.0,9.0,253.0,6.0,0.0,8.0
Nevada,2020-09-20T00:00:00,3.0,1.0,4.0,97.0,0.0,0.0,3.0
Orange,2020-09-20T00:00:00,178.0,59.0,237.0,5614.0,64.0,13.0,235.0
Yuba,2020-09-20T00:00:00,19.0,1.0,20.0,265.0,5.0,0.0,8.0
Ventura,2020-09-20T00:00:00,44.0,13.0,57.0,1248.0,19.0,3.0,59.0
Los Angeles,2020-09-20T00:00:00,745.0,368.0,1113.0,19800.0,207.0,63.0,989.0
Stanislaus,2020-09-20T00:00:00,92.0,21.0,113.0,1321.0,33.0,1.0,28.0
Mendocino,2020-09-20T00:00:00,4.0,0.0,4.0,150.0,1.0,0.0,7.0
Solano,2020-09-20T00:00:00,26.0,10.0,36.0,593.0,5.0,0.0,9.0
Sacramento,2020-09-21T00:00:00,132.0,29.0,161.0,2456.0,48.0,7.0,95.0
Tuolumne,2020-09-21T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,3.0
Santa Barbara,2020-09-21T00:00:00,26.0,8.0,34.0,666.0,4.0,0.0,60.0
Santa Cruz,2020-09-21T00:00:00,15.0,0.0,15.0,276.0,2.0,0.0,10.0
San Benito,2020-09-21T00:00:00,3.0,0.0,3.0,25.0,1.0,0.0,1.0
Napa,2020-09-21T00:00:00,2.0,4.0,6.0,359.0,1.0,0.0,23.0
Amador,2020-09-21T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,3.0
Mariposa,2020-09-21T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Imperial,2020-09-21T00:00:00,23.0,0.0,23.0,259.0,9.0,0.0,7.0
Stanislaus,2020-09-21T00:00:00,93.0,24.0,117.0,1297.0,29.0,0.0,27.0
Yuba,2020-09-21T00:00:00,19.0,1.0,20.0,265.0,5.0,0.0,11.0
San Francisco,2020-09-21T00:00:00,68.0,2.0,70.0,1837.0,18.0,0.0,75.0
Fresno,2020-09-21T00:00:00,89.0,17.0,106.0,1552.0,28.0,2.0,18.0
Trinity,2020-09-21T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Monterey,2020-09-21T00:00:00,33.0,2.0,35.0,702.0,8.0,2.0,39.0
Merced,2020-09-21T00:00:00,11.0,0.0,11.0,253.0,6.0,0.0,11.0
Alameda,2020-09-21T00:00:00,96.0,34.0,130.0,2337.0,36.0,5.0,115.0
Ventura,2020-09-21T00:00:00,39.0,11.0,50.0,1240.0,21.0,2.0,63.0
Yolo,2020-09-21T00:00:00,5.0,0.0,5.0,96.0,3.0,0.0,5.0
Kings,2020-09-21T00:00:00,21.0,0.0,21.0,193.0,2.0,0.0,9.0
Solano,2020-09-21T00:00:00,21.0,13.0,34.0,568.0,4.0,1.0,11.0
San Diego,2020-09-21T00:00:00,209.0,54.0,263.0,6623.0,68.0,12.0,320.0
Santa Clara,2020-09-21T00:00:00,111.0,18.0,129.0,3051.0,34.0,0.0,109.0
Placer,2020-09-21T00:00:00,30.0,20.0,50.0,734.0,10.0,1.0,30.0
Plumas,2020-09-21T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Butte,2020-09-21T00:00:00,12.0,1.0,13.0,451.0,3.0,1.0,13.0
Mono,2020-09-21T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Joaquin,2020-09-21T00:00:00,60.0,18.0,78.0,1004.0,22.0,3.0,39.0
Del Norte,2020-09-21T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,1.0
San Mateo,2020-09-21T00:00:00,35.0,12.0,47.0,701.0,11.0,3.0,35.0
Kern,2020-09-21T00:00:00,69.0,2.0,71.0,1293.0,22.0,0.0,56.0
Marin,2020-09-21T00:00:00,8.0,5.0,13.0,324.0,2.0,0.0,11.0
Orange,2020-09-21T00:00:00,170.0,64.0,234.0,5510.0,55.0,13.0,250.0
Tulare,2020-09-21T00:00:00,37.0,12.0,49.0,677.0,7.0,0.0,24.0
Calaveras,2020-09-21T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,6.0
Madera,2020-09-21T00:00:00,13.0,14.0,27.0,274.0,5.0,0.0,7.0
Shasta,2020-09-21T00:00:00,2.0,0.0,2.0,561.0,0.0,0.0,10.0
Glenn,2020-09-21T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
